溶解氧,水温,pH,电导率,浊度,高锰酸盐指数,氨氮,总氮
6.652978788,18.81207559,7.398643199,232.4758739,13.12138872,1.984814024,0.326307998,4.208546071
6.653912921,18.85481302,7.399015549,232.2779825,13.10179426,1.998126528,0.325917356,4.208079683
6.654842465,18.89745584,7.399386097,232.0791296,13.08243139,2.011423685,0.325532142,4.207606587
6.65576743,18.94000399,7.399754847,231.8793226,13.06329842,2.024705404,0.325152314,4.207126736
6.656687828,18.98245739,7.400121804,231.6785688,13.04439366,2.037971595,0.32477783,4.206640082
6.657603671,19.02481601,7.400486971,231.4768754,13.02571543,2.051222169,0.324408648,4.206146577
6.658514969,19.06707976,7.400850353,231.2742499,13.00726203,2.064457035,0.324044726,4.205646173
6.659421733,19.10924858,7.401211955,231.0706994,12.98903178,2.077676102,0.323686022,4.205138822
6.660323976,19.15132243,7.401571781,230.8662314,12.97102299,2.090879281,0.323332494,4.204624476
6.661221708,19.19330122,7.401929836,230.6608531,12.95323398,2.104066481,0.322984099,4.204103088
6.662114941,19.23518491,7.402286123,230.4545718,12.93566306,2.117237612,0.322640797,4.20357461
6.663003686,19.27697343,7.402640647,230.2473949,12.91830854,2.130392584,0.322302544,4.203038993
6.663887954,19.31866672,7.402993412,230.0393296,12.90116873,2.143531306,0.3219693,4.202496191
6.664767757,19.36026471,7.403344423,229.8303833,12.88424194,2.156653689,0.321641022,4.201946154
6.665643105,19.40176734,7.403693684,229.6205634,12.86752649,2.169759642,0.321317667,4.201388835
6.666514011,19.44317456,7.4040412,229.409877,12.85102069,2.182849075,0.320999195,4.200824187
6.667380485,19.48448629,7.404386975,229.1983315,12.83472286,2.195921898,0.320685562,4.200252161
6.668242539,19.52570248,7.404731013,228.9859342,12.8186313,2.20897802,0.320376728,4.19967271
6.669100184,19.56682307,7.405073318,228.7726925,12.80274433,2.222017352,0.320072649,4.199085786
6.669953431,19.60784799,7.405413896,228.5586136,12.78706026,2.235039803,0.319773284,4.19849134
6.670802292,19.64877718,7.405752749,228.3437048,12.7715774,2.248045282,0.319478592,4.197889325
6.671646778,19.68961058,7.406089884,228.1279736,12.75629407,2.261033701,0.319188529,4.197279693
6.6724869,19.73034812,7.406425303,227.9114271,12.74120858,2.274004968,0.318903054,4.196662397
6.67332267,19.77098975,7.406759012,227.6940727,12.72631924,2.286958993,0.318622126,4.196037388
6.674154098,19.81153541,7.407091015,227.4759176,12.71162436,2.299895686,0.318345701,4.195404619
6.674981197,19.85198502,7.407421316,227.2569693,12.69712226,2.312814956,0.318073738,4.194764041
6.675803978,19.89233853,7.40774992,227.0372351,12.68281125,2.325716715,0.317806195,4.194115607
6.676622451,19.93259588,7.40807683,226.8167221,12.66868964,2.33860087,0.317543031,4.193459269
6.677436628,19.972757,7.408402052,226.5954378,12.65475574,2.351467333,0.317284202,4.192794979
6.67824652,20.01282184,7.408725589,226.3733895,12.64100787,2.364316013,0.317029667,4.192122689
6.679052139,20.05279032,7.409047446,226.1505844,12.62744434,2.37714682,0.316779384,4.191442351
6.679853497,20.0926624,7.409367628,225.9270299,12.61406347,2.389959663,0.316533311,4.190753918
6.680650603,20.132438,7.409686139,225.7027333,12.60086355,2.402754452,0.316291406,4.190057342
6.68144347,20.17211706,7.410002982,225.4777019,12.58784291,2.415531097,0.316053628,4.189352574
6.682232109,20.21169953,7.410318163,225.2519431,12.57499987,2.428289508,0.315819933,4.188639567
6.683016531,20.25118533,7.410631686,225.025464,12.56233272,2.441029595,0.31559028,4.187918273
6.683796747,20.29057442,7.410943555,224.7982721,12.54983979,2.453751268,0.315364627,4.187188644
6.684572769,20.32986672,7.411253775,224.5703746,12.53751939,2.466454435,0.315142932,4.186450633
6.685344609,20.36906217,7.41156235,224.3417789,12.52536983,2.479139007,0.314925153,4.185704191
6.686112276,20.40816072,7.411869284,224.1124923,12.51338942,2.491804895,0.314711249,4.18494927
6.686875784,20.44716229,7.412174581,223.882522,12.50157647,2.504452006,0.314501176,4.184185823
6.687635142,20.48606684,7.412478247,223.6518754,12.48992931,2.517080252,0.314294893,4.183413802
6.688390362,20.52487429,7.412780285,223.4205599,12.47844623,2.529689542,0.314092358,4.182633159
6.689141456,20.56358458,7.4130807,223.1885826,12.46712556,2.542279786,0.313893529,4.181843846
6.689888435,20.60219765,7.413379496,222.955951,12.4559656,2.554850894,0.313698364,4.181045816
6.69063131,20.64071344,7.413676678,222.7226723,12.44496467,2.567402775,0.313506822,4.180239019
6.691370093,20.67913189,7.413972249,222.4887539,12.43412108,2.57993534,0.313318859,4.179423409
6.692104794,20.71745294,7.414266215,222.2542031,12.42343315,2.592448497,0.313134434,4.178598938
6.692835426,20.75567652,7.41455858,222.0190271,12.41289918,2.604942157,0.312953505,4.177765557
6.693561999,20.79380257,7.414849347,221.7832333,12.40251749,2.61741623,0.312776031,4.17692322
6.694284524,20.83183103,7.415138522,221.546829,12.39228639,2.629870626,0.312601968,4.176071877
6.695003013,20.86976183,7.415426108,221.3098215,12.3822042,2.642305253,0.312431275,4.175211482
6.695717478,20.90759492,7.415712111,221.0722181,12.37226922,2.654720022,0.312263911,4.174341985
6.696427929,20.94533024,7.415996534,220.8340261,12.36247977,2.667114843,0.312099832,4.173463341
6.697134378,20.98296771,7.416279382,220.5952529,12.35283416,2.679489626,0.311938997,4.172575499
6.697836836,21.02050729,7.416560659,220.3559058,12.34333071,2.69184428,0.311781365,4.171678414
6.698535315,21.0579489,7.41684037,220.115992,12.33396772,2.704178715,0.311626892,4.170772036
6.699229826,21.09529248,7.417118518,219.8755189,12.32474351,2.71649284,0.311475537,4.169856319
6.699920379,21.13253798,7.417395109,219.6344938,12.3156564,2.728786567,0.311327259,4.168931213
6.700606987,21.16968533,7.417670147,219.392924,12.30670468,2.741059804,0.311182014,4.167996672
6.70128966,21.20673447,7.417943635,219.1508167,12.29788669,2.753312461,0.311039762,4.167052647
6.701968411,21.24368533,7.418215579,218.9081795,12.28920073,2.765544448,0.31090046,4.166099091
6.70264325,21.28053786,7.418485983,218.6650194,12.2806451,2.777755674,0.310764065,4.165135955
6.703314188,21.31729199,7.418754851,218.4213439,12.27221814,2.789946051,0.310630537,4.164163192
6.703981237,21.35394766,7.419022187,218.1771602,12.26391814,2.802115487,0.310499833,4.163180754
6.704644408,21.39050481,7.419287997,217.9324758,12.25574342,2.814263891,0.31037191,4.162188593
6.705303713,21.42696337,7.419552283,217.6872978,12.24769229,2.826391175,0.310246728,4.161186661
6.705959163,21.46332329,7.419815051,217.4416335,12.23976307,2.838497247,0.310124244,4.160174911
6.706610768,21.4995845,7.420076306,217.1954904,12.23195407,2.850582018,0.310004416,4.159153294
6.707258541,21.53574694,7.42033605,216.9488757,12.22426359,2.862645398,0.309887202,4.158121762
6.707902493,21.57181055,7.420594289,216.7017968,12.21668996,2.874687295,0.309772559,4.157080268
6.708542634,21.60777527,7.420851028,216.4542608,12.20923149,2.88670762,0.309660447,4.156028765
6.709178977,21.64364102,7.421106269,216.2062752,12.20188648,2.898706282,0.309550823,4.154967203
6.709811532,21.67940776,7.421360019,215.9578473,12.19465326,2.910683192,0.309443646,4.153895535
6.710440311,21.71507542,7.421612281,215.7089843,12.18753013,2.922638259,0.309338872,4.152813714
6.711065326,21.75064394,7.421863059,215.4596937,12.1805154,2.934571394,0.30923646,4.151721691
6.711686587,21.78611325,7.422112358,215.2099826,12.1736074,2.946482504,0.309136368,4.150619418
6.712304105,21.8214833,7.422360183,214.9598584,12.16680442,2.958371502,0.309038554,4.149506849
6.712917893,21.85675402,7.422606537,214.7093284,12.16010479,2.970238296,0.308942977,4.148383934
6.713527961,21.89192535,7.422851425,214.4584,12.15350681,2.982082795,0.308849593,4.147250626
6.71413432,21.92699722,7.423094852,214.2070804,12.14700881,2.993904911,0.308758362,4.146106877
6.714736983,21.96196958,7.423336821,213.955377,12.14060908,3.005704552,0.30866924,4.144952639
6.71533596,21.99684237,7.423577338,213.703297,12.13430595,3.017481629,0.308582187,4.143787865
6.715931262,22.03161551,7.423816405,213.4508478,12.12809773,3.029236051,0.308497159,4.142612506
6.716522901,22.06628895,7.424054029,213.1980366,12.12198273,3.040967728,0.308414116,4.141426515
6.717110889,22.10086264,7.424290213,212.9448709,12.11595925,3.05267657,0.308333015,4.140229843
6.717695235,22.13533649,7.424524962,212.6913579,12.11002563,3.064362486,0.308253814,4.139022444
6.718275953,22.16971046,7.42475828,212.4375049,12.10418016,3.076025387,0.308176471,4.137804268
6.718853053,22.20398448,7.424990171,212.1833192,12.09842116,3.087665181,0.308100944,4.136575269
6.719426546,22.23815849,7.425220639,211.9288082,12.09274694,3.09928178,0.308027191,4.135335398
6.719996443,22.27223242,7.42544969,211.6739791,12.08715582,3.110875092,0.30795517,4.134084607
6.720562757,22.30620622,7.425677327,211.4188393,12.0816461,3.122445028,0.307884839,4.132822849
6.721125498,22.34007982,7.425903555,211.1633961,12.07621611,3.133991497,0.307816157,4.131550075
6.721684677,22.37385317,7.426128378,210.9076567,12.07086414,3.14551441,0.30774908,4.130266239
6.722240306,22.40752619,7.426351801,210.6516286,12.06558853,3.157013675,0.307683567,4.128971291
6.722792397,22.44109883,7.426573827,210.3953189,12.06038757,3.168489202,0.307619577,4.127665185
6.723340959,22.47457102,7.426794462,210.1387351,12.05525958,3.179940902,0.307557067,4.126347872
6.723886006,22.5079427,7.42701371,209.8818844,12.05020288,3.191368685,0.307495994,4.125019304
6.724427547,22.54121382,7.427231574,209.6247742,12.04521577,3.202772459,0.307436318,4.123679434
6.724965595,22.5743843,7.42744806,209.3674117,12.04029657,3.214152135,0.307377996,4.122328213
6.725500161,22.60745409,7.427663171,209.1098043,12.03544359,3.225507622,0.307320986,4.120965594
6.726031256,22.64042313,7.427876913,208.8519593,12.03065514,3.236838831,0.307265246,4.119591529
6.72655889,22.67329134,7.428089289,208.5938839,12.02592954,3.248145671,0.307210734,4.11820597
6.727083077,22.70605868,7.428300304,208.3355856,12.0212651,3.259428052,0.307157408,4.116808869
6.727603826,22.73872507,7.428509963,208.0770716,12.01666013,3.270685883,0.307105227,4.115400179
6.728121149,22.77129046,7.428718268,207.8183492,12.01211294,3.281919075,0.307054147,4.113979851
6.728635058,22.80375478,7.428925226,207.5594257,12.00762185,3.293127537,0.307004128,4.112547838
6.729145564,22.83611798,7.42913084,207.3003085,12.00318517,3.30431118,0.306955126,4.111104091
6.729652677,22.86837998,7.429335115,207.0410048,11.99880121,3.315469911,0.306907101,4.109648564
6.73015641,22.90054073,7.429538055,206.781522,11.99446829,3.326603643,0.30686001,4.108181207
6.730656774,22.93260017,7.429739664,206.5218674,11.99018471,3.337712284,0.306813811,4.106701973
6.731153779,22.96455823,7.429939947,206.2620483,11.98594879,3.348795744,0.306768462,4.105210815
6.731647438,22.99641486,7.430138908,206.002072,11.98175884,3.359853933,0.306723921,4.103707684
6.732137761,23.02816998,7.430336552,205.7419458,11.97761318,3.370886761,0.306680146,4.102192533
6.73262476,23.05982354,7.430532882,205.481677,11.97351012,3.381894137,0.306637096,4.100665313
6.733108447,23.09137547,7.430727904,205.221273,11.96944796,3.392875971,0.306594727,4.099125977
6.733588831,23.12282572,7.430921622,204.960741,11.96542503,3.403832174,0.306552999,4.097574477
6.734065926,23.15417422,7.431114039,204.7000884,11.96143964,3.414762654,0.306511868,4.096010765
6.734539741,23.18542091,7.431305161,204.4393224,11.95749009,3.425667322,0.306471294,4.094434794
6.735010289,23.21656572,7.431494991,204.1784505,11.9535747,3.436546088,0.306431234,4.092846514
6.735477581,23.2476086,7.431683535,203.9174798,11.94969178,3.44739886,0.306391646,4.09124588
6.735941627,23.27854949,7.431870796,203.6564177,11.94583965,3.45822555,0.306352488,4.089632842
6.73640244,23.30938831,7.432056779,203.3952716,11.94201662,3.469026066,0.306313718,4.088007352
6.73686003,23.34012501,7.432241488,203.1340487,11.938221,3.479800319,0.306275295,4.086369364
6.737314409,23.37075953,7.432424928,202.8727563,11.9344511,3.490548218,0.306237175,4.084718828
6.737765588,23.40129181,7.432607102,202.6114018,11.93070523,3.501269674,0.306199318,4.083055698
6.738213579,23.43172177,7.432788016,202.3499925,11.92698172,3.511964595,0.306161681,4.081379925
6.738658392,23.46204937,7.432967674,202.0885356,11.92327887,3.522632892,0.306124222,4.079691461
6.739100039,23.49227454,7.43314608,201.8270385,11.91959499,3.533274474,0.306086899,4.077990259
6.739538532,23.52239721,7.433323238,201.5655085,11.91592839,3.543889252,0.30604967,4.076276271
6.739973882,23.55241733,7.433499152,201.3039529,11.9122774,3.554477134,0.306012493,4.074549449
6.740406099,23.58233483,7.433673828,201.0423791,11.90864032,3.565038032,0.305975326,4.072809744
6.740835195,23.61214965,7.43384727,200.7807942,11.90501546,3.575571854,0.305938128,4.07105711
6.741261183,23.64186172,7.434019481,200.5192058,11.90140113,3.58607851,0.305900856,4.069291498
6.741684071,23.671471,7.434190466,200.2576209,11.89779566,3.596557911,0.305863467,4.06751286
6.742103874,23.7009774,7.434360231,199.9960471,11.89419735,3.607009965,0.305825921,4.065721149
6.7425206,23.73038088,7.434528778,199.7344915,11.89060451,3.617434584,0.305788175,4.063916316
6.742934262,23.75968137,7.434696112,199.4729615,11.88701546,3.627831676,0.305750188,4.062098314
6.743344872,23.78887881,7.434862238,199.2114644,11.88342851,3.638201151,0.305711916,4.060267096
6.743752439,23.81797314,7.435027161,198.9500075,11.87984197,3.648542919,0.305673319,4.058422612
6.744156976,23.84696428,7.435190883,198.6885982,11.87625415,3.65885689,0.305634353,4.056564815
6.744558495,23.87585219,7.435353411,198.4272437,11.87266338,3.669142973,0.305594978,4.054693658
6.744957005,23.9046368,7.435514747,198.1659513,11.86906795,3.679401079,0.305555151,4.052809092
6.745352519,23.93331805,7.435674898,197.9047284,11.86546619,3.689631118,0.30551483,4.05091107
6.745745048,23.96189587,7.435833866,197.6435823,11.8618564,3.699832998,0.305473973,4.048999543
6.746134603,23.99037021,7.435991656,197.3825202,11.8582369,3.71000663,0.305432539,4.047074465
6.746521195,24.01874099,7.436148273,197.1215495,11.85460599,3.720151924,0.305390484,4.045135786
6.746904836,24.04700817,7.436303721,196.8606776,11.85096201,3.730268789,0.305347768,4.04318346
6.747285537,24.07517167,7.436458005,196.5999116,11.84730324,3.740357135,0.305304348,4.041217437
6.74766331,24.10323144,7.436611128,196.339259,11.84362802,3.750416872,0.305260182,4.039237672
6.748038165,24.13118742,7.436763095,196.078727,11.83993464,3.760447909,0.305215228,4.037244114
6.748410114,24.15903953,7.436913911,195.818323,11.83622143,3.770450157,0.305169444,4.035236718
6.748779168,24.18678772,7.43706358,195.5580542,11.8324867,3.780423526,0.305122789,4.033215434
6.749145339,24.21443193,7.437212106,195.297928,11.82872875,3.790367924,0.305075219,4.031180215
6.749508638,24.2419721,7.437359493,195.0379517,11.82494591,3.800283262,0.305026694,4.029131013
6.749869076,24.26940815,7.437505747,194.7781326,11.82113647,3.81016945,0.304977171,4.027067781
6.750226664,24.29674004,7.437650871,194.518478,11.81729877,3.820026398,0.304926608,4.02499047
6.750581414,24.3239677,7.437794869,194.2589952,11.8134311,3.829854014,0.304874964,4.022899032
6.750933337,24.35109106,7.437937747,193.9996915,11.80953179,3.839652209,0.304822195,4.02079342
6.751282444,24.37811007,7.438079508,193.7405743,11.80559914,3.849420893,0.304768261,4.018673586
6.751628747,24.40502466,7.438220157,193.4816508,11.80163146,3.859159976,0.304713119,4.016539481
6.751972257,24.43183477,7.438359698,193.2229284,11.79762708,3.868869367,0.304656727,4.014391059
6.752312985,24.45854034,7.438498135,192.9644144,11.79358429,3.878548976,0.304599043,4.012228271
6.752650942,24.48514131,7.438635473,192.7061161,11.78950142,3.888198713,0.304540025,4.010051069
6.752986141,24.51163761,7.438771717,192.4480407,11.78537678,3.897818488,0.304479632,4.007859405
6.753318591,24.53802919,7.43890687,192.1901957,11.78120868,3.90740821,0.304417821,4.005653232
6.753648305,24.56431597,7.439040938,191.9325883,11.77699543,3.916967789,0.304354549,4.003432502
6.753975294,24.5904979,7.439173923,191.6752258,11.77273534,3.926497135,0.304289777,4.001197167
6.754299569,24.61657492,7.439305832,191.4181156,11.76842674,3.935996158,0.30422346,3.998947178
6.754621141,24.64254696,7.439436667,191.1612649,11.76406792,3.945464768,0.304155557,3.996682489
6.754940022,24.66841397,7.439566434,190.9046811,11.7596572,3.954902874,0.304086027,3.994403051
6.755256222,24.69417587,7.439695137,190.6483714,11.7551929,3.964310386,0.304014827,3.992108817
6.755569754,24.71983261,7.43982278,190.3923433,11.75067333,3.973687214,0.303941915,3.989799737
6.755880629,24.74538413,7.439949368,190.1366039,11.7460968,3.983033267,0.303867249,3.987475766
6.756188857,24.77083036,7.440074904,189.8811607,11.74146162,3.992348456,0.303790787,3.985136854
6.75649445,24.79617125,7.440199394,189.6260209,11.7367661,4.001632691,0.303712488,3.982782955
6.75679742,24.82140672,7.440322842,189.3711918,11.73200857,4.01088588,0.303632309,3.980414019
6.757097777,24.84653672,7.440445251,189.1166808,11.72718732,4.020107935,0.303550208,3.978029999
6.757395534,24.87156119,7.440566627,188.8624951,11.72230068,4.029298764,0.303466143,3.975630848
6.757690701,24.89648006,7.440686974,188.6086421,11.71734696,4.038458277,0.303380072,3.973216517
6.757983289,24.92129327,7.440806296,188.3551291,11.71232446,4.047586385,0.303291954,3.970786959
6.758273311,24.94600076,7.440924597,188.1019634,11.70723151,4.056682996,0.303201746,3.968342126
6.758560776,24.97060247,7.441041883,187.8491522,11.7020664,4.065748021,0.303109406,3.965881969
6.758845698,24.99509833,7.441158156,187.596703,11.69682747,4.07478137,0.303014892,3.963406442
6.759128085,25.01948829,7.441273422,187.344623,11.69151301,4.083782952,0.302918162,3.960915495
6.759407952,25.04377227,7.441387686,187.0929196,11.68612135,4.092752678,0.302819175,3.958409082
6.759685307,25.06795023,7.44150095,186.8416,11.68065078,4.101690456,0.302717888,3.955887155
6.759960163,25.0920221,7.44161322,186.5906716,11.67509964,4.110596196,0.302614259,3.953349664
6.760232532,25.1159878,7.441724501,186.3401416,11.66946622,4.11946981,0.302508246,3.950796564
6.760502423,25.1398473,7.441834795,186.0900174,11.66374885,4.128311205,0.302399807,3.948227805
6.760769849,25.16360051,7.441944109,185.8403063,11.65794583,4.137120293,0.302288901,3.945643341
6.761034822,25.18724738,7.442052446,185.5910157,11.65205548,4.145896982,0.302175485,3.943043122
6.761297351,25.21078785,7.44215981,185.3421527,11.64607611,4.154641183,0.302059517,3.940427102
6.761557449,25.23422185,7.442266207,185.0937248,11.64000603,4.163352805,0.301940955,3.937795231
6.761815127,25.25754933,7.442371639,184.8457392,11.63384355,4.172031758,0.301819758,3.935147464
6.762070395,25.28077021,7.442476112,184.5982032,11.627587,4.180677953,0.301695883,3.932483751
6.762323267,25.30388445,7.442579631,184.3511243,11.62123467,4.189291298,0.301569288,3.929804045
6.762573752,25.32689197,7.442682198,184.1045096,11.61478488,4.197871703,0.301439931,3.927108297
6.762821862,25.34979271,7.44278382,183.8583665,11.60823595,4.206419079,0.30130777,3.924396461
6.763067608,25.37258662,7.442884499,183.6127022,11.60158619,4.214933335,0.301172764,3.921668488
6.763311002,25.39527363,7.442984242,183.3675242,11.59483391,4.223414381,0.30103487,3.91892433
6.763552055,25.41785367,7.443083051,183.1228398,11.58797742,4.231862126,0.300894046,3.91616394
6.763790778,25.4403267,7.443180931,182.8786561,11.58101504,4.240276481,0.30075025,3.913387269
6.764027182,25.46269263,7.443277887,182.6349806,11.57394508,4.248657355,0.300603441,3.91059427
6.76426128,25.48495142,7.443373922,182.3918205,11.56676584,4.257004658,0.300453576,3.907784895
6.764493081,25.507103,7.443469042,182.1491833,11.55947565,4.265318299,0.300300613,3.904959095
6.764722598,25.52914731,7.443563251,181.907076,11.55207282,4.273598189,0.30014451,3.902116824
6.764949842,25.55108428,7.443656553,181.6655062,11.54455565,4.281844238,0.299985226,3.899258033
6.765174824,25.57291385,7.443748952,181.4244811,11.53692247,4.290056355,0.299822717,3.896382675
6.765397555,25.59463597,7.443840454,181.184008,11.52917158,4.298234449,0.299656943,3.893490701
6.765618046,25.61625057,7.443931061,180.9440942,11.52130129,4.306378432,0.299487862,3.890582063
6.76583631,25.63775758,7.444020779,180.7047471,11.51330993,4.314488211,0.29931543,3.887656715
6.766052356,25.65915696,7.444109611,180.4659739,11.50519579,4.322563698,0.299139607,3.884714607
6.766266198,25.68044862,7.444197563,180.2277819,11.4969572,4.330604802,0.29896035,3.881755693
6.766477845,25.70163251,7.444284639,179.9901785,11.48859247,4.338611433,0.298777617,3.878779923
6.766687309,25.72270858,7.444370843,179.753171,11.48009991,4.346583501,0.298591367,3.875787251
6.766894602,25.74367675,7.444456179,179.5167667,11.47147783,4.354520914,0.298401556,3.872777629
6.767099734,25.76453697,7.444540652,179.2809729,11.46272454,4.362423584,0.298208144,3.869751007
6.767302717,25.78528917,7.444624266,179.0457969,11.45383836,4.37029142,0.298011089,3.86670734
6.767503563,25.80593329,7.444707025,178.8112461,11.4448176,4.378124332,0.297810347,3.863646579
6.767702282,25.82646927,7.444788934,178.5773277,11.43566057,4.385922229,0.297605878,3.860568675
6.767898886,25.84689705,7.444869998,178.344049,11.42636559,4.393685021,0.297397639,3.857473582
6.768093387,25.86721656,7.44495022,178.1114174,11.41693096,4.401412619,0.297185588,3.854361251
6.768285795,25.88742775,7.445029605,177.8794401,11.40735501,4.409104931,0.296969684,3.851231634
6.768476121,25.90753055,7.445108157,177.6481246,11.39763603,4.416761868,0.296749884,3.848084684
6.768664378,25.92752489,7.445185882,177.417478,11.38777236,4.42438334,0.296526146,3.844920353
6.768850576,25.94741072,7.445262782,177.1875077,11.37776229,4.431969256,0.296298428,3.841738592
6.769034727,25.96718798,7.445338862,176.9582211,11.36760414,4.439519525,0.296066689,3.838539355
6.769216842,25.9868566,7.445414128,176.7296254,11.35729622,4.447034059,0.295830886,3.835322592
6.769396933,26.00641652,7.445488582,176.5017279,11.34683685,4.454512766,0.295590977,3.832088257
6.76957501,26.02586768,7.44556223,176.274536,11.33622434,4.461955556,0.29534692,3.828836301
6.769751084,26.04521001,7.445635076,176.0480569,11.325457,4.469362339,0.295098674,3.825566677
6.769925168,26.06444346,7.445707124,175.8222981,11.31453314,4.476733026,0.294846196,3.822279336
6.770097273,26.08356796,7.445778379,175.5972667,11.30345108,4.484067525,0.294589444,3.818974231
